term	crse	class section	descr	min credit	max credit	start dt	end dt	days	start time	end time	newlibintensives	newlib	consent	instruction mode	cap	enrolled	combined section	note	class stat	enrolling	prereqs
Spring, 2025-26	MUPF-3780-01	01	Flute/Piccolo (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3790-01	01	Clarinet (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3800-01	01	Oboe/English Horn (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3810-01	01	Bassoon (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3820-01	01	Saxophone (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3830-01	01	Trumpet/Cornet (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3840-01	01	French Horn (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3850-01	01	Trombone (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3860-01	01	Baritone/Euphonium (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3870-01	01	Tuba (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3880-01	01	Percussion (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3885-01	01	Harp (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3890-01	01	Guitar (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3890-02	02	Guitar (23)	1.0	1.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3900-01	01	Composition (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3900-02	02	Composition (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3900-03	03	Composition (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3900-04	04	Composition (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-3905-01	01	Songwriting (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4540-01	01	Voice Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4540-02	02	Voice Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4540-03	03	Voice Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	2			active	Open	
Spring, 2025-26	MUPF-4540-04	04	Voice Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4540-05	05	Voice Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4540-06	06	Voice Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4550-01	01	Keyboard Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4550-02	02	Keyboard Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4560-01	01	String/Guitar/Harp Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4560-02	02	String/Guitar/Harp Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4560-03	03	String/Guitar/Harp Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4560-04	04	String/Guitar/Harp Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4570-01	01	Woodwind Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4580-01	01	Brass Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4580-02	02	Brass Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4580-03	03	Brass Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4590-01	01	Percussion Recital (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4700-01	01	Voice (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	35	2			active	Open	
Spring, 2025-26	MUPF-4700-02	02	Voice (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	35	1			active	Open	
Spring, 2025-26	MUPF-4700-03	03	Voice (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	35	5			active	Open	
Spring, 2025-26	MUPF-4700-04	04	Voice (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	35	1			active	Open	
Spring, 2025-26	MUPF-4700-05	05	Voice (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	35	0			active	Open	
Spring, 2025-26	MUPF-4700-06	06	Voice (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	35	0			active	Open	
Spring, 2025-26	MUPF-4700-07	07	Voice (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	Not Enrolling	In Person	35	2			active	Closed	
Spring, 2025-26	MUPF-4710-01	01	Piano (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4710-02	02	Piano (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4720-01	01	Harpsichord (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4730-01	01	Organ (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4740-01	01	Violin (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4750-01	01	Viola (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4760-01	01	Cello (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4770-01	01	Bass (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4770-02	02	Bass (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4780-01	01	Flute/Piccolo (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4790-01	01	Clarinet (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4800-01	01	Oboe/English Horn (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4810-01	01	Bassoon (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4820-01	01	Saxophone (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4830-01	01	Trumpet/Cornet (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUPF-4840-01	01	French Horn (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4850-01	01	Trombone (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4860-01	01	Baritone/Euphonium (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4870-01	01	Tuba (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4880-01	01	Percussion (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	1			active	Open	
Spring, 2025-26	MUPF-4885-01	01	Harp (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4890-01	01	Guitar (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4890-02	02	Guitar (23)	1.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthet Ways (Exper)	No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4900-01	01	Composition (23)	1.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4900-02	02	Composition (23)	1.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4900-03	03	Composition (23)	1.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4900-04	04	Composition (23)	1.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUPF-4905-01	01	Songwriting (23)	1.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	MUSC-1020-01	01	Theory II (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	11:00AM	11:50AM			No Consent Required	In Person	25	19			active	Open	
Spring, 2025-26	MUSC-1040-01	01	Aural Comprehension II (23)	1.0	1.0	01/14/2026	05/08/2026	TR	10:00AM	10:50AM			No Consent Required	In Person	25	22			active	Open	
Spring, 2025-26	MUSC-2020-01	01	Theory IV (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	10:00AM	10:50AM			No Consent Required	In Person	30	10			active	Open	
Spring, 2025-26	MUSC-2040-01	01	Aural Comprehension IV (23)	1.0	1.0	01/14/2026	05/08/2026	TR	01:00PM	01:50PM			No Consent Required	In Person	15	6			active	Open	
Spring, 2025-26	MUSC-2110-01	01	Introduction to Music Literature (23)	2.0	2.0	01/14/2026	05/08/2026	TR	08:30AM	09:20AM		WKNW 4 Aesthet Ways (Appr)	No Consent Required	In Person	20	11			active	Open	
Spring, 2025-26	MUSC-2210-01	01	Music the Arts and Culture (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	12:00PM	12:50PM		WKNW 4 Aesthetic Ways Knowg	No Consent Required	In Person	35	6			active	Open	
Spring, 2025-26	MUSC-2210-0EA	0EA	Music the Arts and Culture (23)	3.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthetic Ways Knowg	No Consent Required	Asynchronous Online	20	13			active	Open	
Spring, 2025-26	MUSC-2210-5E	5E	Music the Arts and Culture (23)	3.0	3.0	01/14/2026	05/08/2026					WKNW 4 Aesthetic Ways Knowg	No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUSC-3040-01	01	Orchestration (23)	2.0	2.0	01/14/2026	05/08/2026	MW	01:00PM	01:50PM			No Consent Required	In Person	15	2			active	Open	
Spring, 2025-26	MUSC-3160-01	01	Sacred Music: Past and Current Uses (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	01:00PM	01:50PM			Consent Required	In Person	24	5			active	Open	
Spring, 2025-26	MUSC-3800-01	01	Internship in Church Music (23)	1.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	15	0			active	Open	
Spring, 2025-26	MUSC-4950-01	01	Senior Project (23)	3.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUSC-4950-02	02	Senior Project (23)	3.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUSC-4955-01	01	Senior Presentation (23)	3.0	3.0	01/14/2026	05/08/2026				Speaking Intensive		No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUSC-4955-02	02	Senior Presentation (23)	3.0	3.0	01/14/2026	05/08/2026				Speaking Intensive		No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	MUTR-1170-01	01	Intro to Musical Theatre Performance (25)	2.0	2.0	01/14/2026	05/08/2026	TR	04:00PM	06:00PM		WKNW 4 Aesthet Ways (Exper)	No Consent Required	In Person	50	9	C		active	Open	
Spring, 2025-26	MUTR-2420-01	01	Voice Production for the Actor (25)	2.0	2.0	01/14/2026	05/08/2026	TR	09:30AM	10:50AM			No Consent Required	In Person	30	10	C	Same: MUTR/THEA2420	active	Open	
Spring, 2025-26	MUTR-4500-01	01	Musical Theatre Showcase (23)	2.0	2.0	01/14/2026	05/08/2026	MW	04:00PM	06:00PM			No Consent Required	In Person	30	4	C	Same: MUTR/THEA4500	active	Open	
Spring, 2025-26	NURS-1210-0E1	0E1	Nutrition for Healthy Living (23)	2.0	2.0	01/14/2026	05/08/2026					FSKL 7 Personal Wellness	No Consent Required	Asynchronous Online	35	34			active	Open	
Spring, 2025-26	NURS-1210-8E	8E	Nutrition for Healthy Living (23)	2.0	2.0	03/16/2026	05/08/2026					FSKL 7 Personal Wellness	No Consent Required	Asynchronous Online	35	1			active	Open	
Spring, 2025-26	NURS-2140-01	01	Introduction to Nursing (23)	2.0	2.0	01/14/2026	05/08/2026	TR	12:00PM	12:50PM			No Consent Required	In Person	48	27			active	Open	
Spring, 2025-26	NURS-2140-0E	0E	Introduction to Nursing (23)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	48	3			active	Open	
Spring, 2025-26	NURS-2241-01	01	Fundamentals II (23)	5.0	5.0	01/14/2026	05/08/2026	MW	08:00AM	09:20AM			No Consent Required	In Person	80	23			active	Open	
Spring, 2025-26	NURS-2241-01	01	Fundamentals II (23)	5.0	5.0	01/14/2026	05/08/2026	TR	07:00AM	11:50AM			No Consent Required	In Person	80	23		laboratory	active	Open	
Spring, 2025-26	NURS-2270-01	01	Pathophysiological Basis for Pharmacology in Nursing (23)	4.0	4.0	01/14/2026	05/08/2026	MW	09:30AM	10:50AM			No Consent Required	In Person	80	23			active	Open	
Spring, 2025-26	NURS-2270L-LA	LA	Pathophysiological Basis for Pharmacology in Nursing (23) - Lab	0.0	0.0	01/14/2026	05/08/2026	R	01:00PM	02:50PM			No Consent Required	In Person	30	23			active	Open	
Spring, 2025-26	NURS-2340-0B	0B	Personal and Community Health Nursing (23)	2.0	2.0	01/14/2026	03/06/2026						No Consent Required	Asynchronous Online	80	28			active	Open	
Spring, 2025-26	NURS-3361-01	01	Adult Health II (23)	6.0	6.0	01/14/2026	05/08/2026	MWF	11:00AM	11:50AM			No Consent Required	In Person	80	21			active	Open	
Spring, 2025-26	NURS-3361-01	01	Adult Health II (23)	6.0	6.0	01/14/2026	05/08/2026	TR	07:00AM	03:30PM			No Consent Required	In Person	80	21			active	Open	
Spring, 2025-26	NURS-3391-01	01	Evidence-Based Research (23)	3.0	3.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	80	21			active	Open	
Spring, 2025-26	NURS-4510-0E	0E	Entry into Professional Nursing Practice (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	35	14			active	Open	
Spring, 2025-26	NURS-4521-01	01	Child Health (23)	4.0	4.0	01/14/2026	05/08/2026	TR	09:00AM	11:00AM			No Consent Required	In Person	80	14			active	Open	
Spring, 2025-26	NURS-4950-01	01	Intercultural Capstone (24)	4.0	4.0	01/14/2026	05/08/2026	T	01:00PM	03:00PM			No Consent Required	In Person	80	14	C	Same: NURS/PUBH4950	active	Open	
Spring, 2025-26	NURS-4960-01	01	Leadership Capstone (23)	4.0	4.0	01/14/2026	05/08/2026	R	12:30PM	03:00PM			No Consent Required	In Person	80	14			active	Open	
Spring, 2025-26	NURS-4970-01	01	Clinical Capstone (24)	2.0	2.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	80	14			active	Open	
Spring, 2025-26	PACT-2400-01	01	Principles and Practices of Conflict Transformation (23)	2.0	2.0	01/14/2026	05/08/2026	M	05:00PM	07:00PM			No Consent Required	In Person	25	5			active	Open	
Spring, 2025-26	PEHS-1000-01	01	Fitness and Wellness for Life (23)	2.0	2.0	01/14/2026	05/08/2026	MWF	09:00AM	09:50AM		FSKL 7 Personal Wellness	No Consent Required	In Person	30	25			active	Open	
Spring, 2025-26	PEHS-1000-02	02	Fitness and Wellness for Life (23)	2.0	2.0	01/14/2026	05/08/2026	MWF	10:00AM	10:50AM		FSKL 7 Personal Wellness	No Consent Required	In Person	24	12			active	Open	
Spring, 2025-26	PEHS-1000-03	03	Fitness and Wellness for Life (23)	2.0	2.0	01/14/2026	05/08/2026	MWF	02:00PM	02:50PM		FSKL 7 Personal Wellness	No Consent Required	In Person	30	13			active	Open	
Spring, 2025-26	PEHS-1100-01	01	Beginning Swimming (23)	1.0	1.0	01/14/2026	05/08/2026	MW	02:00PM	02:00PM			No Consent Required	In Person	20	2			active	Open	
Spring, 2025-26	PEHS-1200-01	01	Co-Curricular Activity (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	4			active	Open	
Spring, 2025-26	PEHS-1200-02	02	Co-Curricular Activity (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	14			active	Open	
Spring, 2025-26	PEHS-1200-03	03	Co-Curricular Activity (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	3			active	Open	
Spring, 2025-26	PEHS-1200-04	04	Co-Curricular Activity (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	PEHS-1200-05	05	Co-Curricular Activity (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	PEHS-1200-08	08	Co-Curricular Activity (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	5			active	Open	
Spring, 2025-26	PEHS-1200-09	09	Co-Curricular Activity (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	40	0			active	Open	
Spring, 2025-26	PEHS-1450-01	01	First Aid (23)	2.0	2.0	01/14/2026	05/08/2026	MWF	08:00AM	08:50AM			No Consent Required	In Person	20	16			active	Open	
Spring, 2025-26	PEHS-2260-01	01	Advanced Conditioning Sports Performance (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	60	54			active	Open	
Spring, 2025-26	PEHS-2260-02	02	Advanced Conditioning Sports Performance (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	25	10			active	Open	
Spring, 2025-26	PEHS-2260-03	03	Advanced Conditioning Sports Performance (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	25	13			active	Open	
Spring, 2025-26	PEHS-2260-04	04	Advanced Conditioning Sports Performance (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	25	12			active	Open	
Spring, 2025-26	PEHS-2260-05	05	Advanced Conditioning Sports Performance (23)	1.0	1.0	01/14/2026	05/08/2026						Consent Required	In Person	2	1			active	Open	
Spring, 2025-26	PEHS-2260-06	06	Advanced Conditioning Sports Performance (23)	1.0	1.0	01/14/2026	05/08/2026						Consent Required	In Person	1	1			active	Open	
Spring, 2025-26	PEHS-3050-01	01	Techniques of Coaching Football (23)	1.0	1.0	01/14/2026	05/08/2026	T	07:00PM	07:50PM			No Consent Required	In Person	20	15			active	Open	
Spring, 2025-26	PEHS-3070-01	01	Techniques of Coaching Basketball (23)	1.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	20	6			active	Open	
Spring, 2025-26	PEHS-3340-01	01	Sociology of Sport (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	09:00AM	09:50AM	Writing Intensive Upper Div		No Consent Required	In Person	30	13			active	Open	
Spring, 2025-26	PEHS-3410-01	01	Sports Administration (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	08:00AM	08:50AM			No Consent Required	In Person	30	6			active	Open	
Spring, 2025-26	PETE-1300-01	01	Introduction to Sports/Physical Activity/Recreation (23)	2.0	2.0	01/14/2026	05/08/2026	TR	09:00AM	09:50AM			No Consent Required	In Person	30	8			active	Open	
Spring, 2025-26	PETE-2250-01	01	Motor Behavior (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	01:00PM	01:50PM	Writing Intensive		No Consent Required	In Person	30	9			active	Open	
Spring, 2025-26	PHIL-3010-01	01	History of Political Thought (24)	3.0	3.0	01/14/2026	05/08/2026	TR	02:30PM	03:45PM			No Consent Required	In Person	35	1	C	Same: HIST/POSC/PHIL3010	active	Open	
Spring, 2025-26	PHYS-2140-01	01	General Physics I (Algebra Based) (24)	4.0	4.0	01/14/2026	05/08/2026	MWF	08:00AM	08:50AM		WKNW 2 Scientific Ways Knowg	No Consent Required	In Person	20	23			active	Open	
Spring, 2025-26	PHYS-2140L-LA	LA	General Physics I (Algebra Based) (24) - Lab	0.0	0.0	01/14/2026	05/08/2026	R	09:00AM	10:50AM			No Consent Required	In Person	7	11			active	Open	
Spring, 2025-26	PHYS-2140L-LB	LB	General Physics I (Algebra Based) (24) - Lab	0.0	0.0	01/14/2026	05/08/2026	T	01:00PM	02:50PM			No Consent Required	In Person	7	5			active	Open	
Spring, 2025-26	PHYS-2140L-LC	LC	General Physics I (Algebra Based) (24) - Lab	0.0	0.0	01/14/2026	05/08/2026	R	01:00PM	02:50PM			No Consent Required	In Person	7	7			active	Open	
Spring, 2025-26	PHYS-2240-01	01	General Physics I (Calculus Based) (24)	4.0	4.0	01/14/2026	05/08/2026	MWF	11:00AM	11:50AM		WKNW 2 Scientific Ways Knowg	No Consent Required	In Person	40	36			active	Open	
Spring, 2025-26	PHYS-2240L-LA	LA	General Physics I (Calculus Based) (24) - Lab	0.0	0.0	01/14/2026	05/08/2026	R	09:00AM	10:50AM			No Consent Required	In Person	15	15			active	Open	
Spring, 2025-26	PHYS-2240L-LB	LB	General Physics I (Calculus Based) (24) - Lab	0.0	0.0	01/14/2026	05/08/2026	T	01:00PM	02:50PM			No Consent Required	In Person	13	14			active	Open	
Spring, 2025-26	PHYS-2240L-LC	LC	General Physics I (Calculus Based) (24) - Lab	0.0	0.0	01/14/2026	05/08/2026	R	01:00PM	02:50PM			No Consent Required	In Person	13	6			active	Open	
Spring, 2025-26	PHYS-4650-01	01	Independent Study (24)	1.0	4.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	10	0			active	Open	
Spring, 2025-26	POSC-2100-01	01	American National Government (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	10:00AM	10:50AM		WKNW 3 Civic Ways Knowg	Not Enrolling	In Person	35	10			active	Closed	
Spring, 2025-26	POSC-2100-01	01	American National Government (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	10:00AM	10:50AM		WKNW 3 Civic Ways Knowg	No Consent Required	In Person	35	12			active	Open	
Spring, 2025-26	POSC-2200-01	01	Public Policy (23)	3.0	3.0	01/14/2026	05/08/2026	MWF	10:00AM	10:50AM			No Consent Required	In Person	15	15			active	Open	
Spring, 2025-26	POSC-2420-01	01	Applied Statistics Lab (25)	2.0	2.0	01/14/2026	05/08/2026	TR	01:00PM	01:50PM			No Consent Required	In Person	30	12			active	Open	
Spring, 2025-26	POSC-2600-01	01	Topics in Political Science: (23)	1.0	5.0	03/16/2026	05/08/2026	R	04:00PM	06:00PM			Consent Required	In Person	40	25			active	Open	
Spring, 2025-26	POSC-2840-01	01	Model Diplomacy and Simulation Conferences (23)	0.0	1.0	01/14/2026	05/08/2026						No Consent Required	Asynchronous Online	25	16			active	Open	
Spring, 2025-26	POSC-2840-02	02	Model Diplomacy and Simulation Conferences (23)	0.0	1.0	01/14/2026	05/08/2026						Consent Required	In Person	15	3			active	Open	
